fips,PST045212,PST040210,PST120212,POP010210,AGE135212,AGE295212,AGE775212,SEX255212,RHI125212,RHI225212,RHI325212,RHI425212,RHI525212,RHI625212,RHI725212,RHI825212,POP715211,POP645211,POP815211,EDU635211,EDU685211,VET605211,LFE305211,HSG010211,HSG445211,HSG096211,HSG495211,HSD410211,HSD310211,INC910211,INC110211,PVY020211,BZA010211,BZA110211,BZA115211,NES010211,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
24037,108987,105151,3.6,105151,6.8,25.4,11.0,50.1,79.5,14.3,0.4,2.7,0.1,3.0,4.3,76.0,85.6,3.7,6.6,89.8,28.5,12639,29.8,41600,73.0,12.9,324500,36662,2.76,34718,82529,7.3,1908,28636,-1.2,6263,7383,7.4,0.6,3.3,0.0,1.1,37.4,0,0,1193036,11883,132293,605,357.18,294.4
24039,26253,26470,-0.8,26470,4.9,16.7,14.4,46.0,54.6,42.4,0.4,0.8,0.0,1.8,3.6,51.9,80.8,4.0,6.7,81.6,14.3,2180,23.8,11237,66.6,14.4,162300,8573,2.32,17599,41420,19.7,362,3719,-1.0,1448,2099,11.9,0.0,0.0,0.0,0.0,20.7,0,0,105159,4011,9899,15,319.72,82.8
24041,38098,37782,0.8,37782,4.9,19.0,25.5,52.4,83.5,13.3,0.3,1.4,0.1,1.5,5.7,78.8,89.1,4.9,7.7,88.8,32.7,4319,24.4,19645,74.6,12.7,352200,15539,2.38,38199,63399,7.7,1458,17162,3.7,4259,5247,0.0,0.0,0.0,0.0,0.0,24.6,0,252667,711868,19732,104944,176,268.54,140.7
24043,149180,147430,1.2,147430,5.8,22.4,14.9,48.9,85.2,10.4,0.3,1.6,0.1,2.5,3.8,82.2,85.3,4.5,6.7,84.2,19.0,12478,28.2,60819,66.8,19.9,230500,55485,2.53,26392,53180,11.2,3425,55501,0.5,8167,11240,3.9,0.0,2.1,0.0,0.0,26.0,2448692,1265253,2463271,16988,229661,167,457.78,322.1
24045,100647,98733,1.9,98733,6.2,22.0,13.6,52.1,69.5,24.9,0.4,2.8,0.1,2.3,4.9,65.7,80.6,6.9,9.9,85.4,25.6,8007,21.9,41332,64.7,19.2,195400,36406,2.59,25929,51739,15.0,2496,36728,3.5,5806,8539,9.0,0.0,0.0,0.0,2.0,23.0,0,0,1780832,19078,184806,327,374.44,263.7
24047,51578,51454,0.2,51454,4.4,17.8,24.3,51.5,83.0,13.8,0.3,1.2,0.0,1.6,3.3,80.2,90.1,4.3,6.4,88.7,27.3,5406,22.3,55886,78.2,46.3,279600,21785,2.32,32811,57474,10.6,2100,16881,1.2,4840,7514,0.0,0.0,0.0,0.0,0.0,0.0,154643,0,875104,17779,506848,95,468.28,109.9
24510,621342,620961,0.1,620961,6.8,21.5,11.9,52.9,31.4,63.6,0.4,2.5,0.1,2.0,4.4,28.2,82.7,7.2,8.9,78.5,25.8,38704,29.6,296450,49.5,32.8,163700,238959,2.50,23853,40100,22.4,12089,271612,-0.9,37647,42272,34.6,0.0,5.9,0.0,2.1,37.0,5730887,4843424,4348797,6793,1434689,730,80.94,7671.5
25000,6646144,6547629,1.5,6547629,5.5,21.1,14.4,51.5,83.7,7.9,0.5,5.8,0.1,2.0,10.1,75.8,86.5,14.7,21.4,88.9,38.7,412617,27.5,2818940,63.6,41.8,343500,2522409,2.49,35051,65981,10.7,169146,2960712,1.1,479776,596790,3.4,0.4,4.5,0.0,3.3,29.8,86428959,95275672,88082966,13553,14917210,11111,7800.06,839.4
25001,215423,215888,-0.2,215888,4.1,16.6,26.3,52.4,94.0,2.3,0.7,1.3,0.1,1.6,2.4,92.0,91.3,6.5,7.9,94.9,40.5,24097,24.3,161001,79.8,13.4,384200,96775,2.18,36000,60525,8.4,8116,68452,-0.5,24818,32205,1.2,0.5,1.5,0.0,0.0,28.3,533264,0,3973206,17878,890997,592,393.72,548.3
25003,130016,131219,-0.9,131219,4.4,18.7,19.7,51.7,93.2,3.0,0.3,1.4,0.0,2.1,3.7,90.2,88.5,4.6,6.9,90.7,30.2,11153,20.1,68497,69.0,30.1,208100,55793,2.25,29387,48705,11.8,3985,53110,-1.1,10074,12647,0.4,0.0,2.2,0.0,0.7,26.8,1425512,0,1901784,14605,401912,89,926.83,141.6
25005,551082,548285,0.5,548285,5.5,21.7,15.0,51.5,91.1,4.3,0.6,2.1,0.1,1.8,6.4,86.2,88.4,12.1,20.8,80.6,25.1,36141,26.3,231083,64.0,41.8,296400,210536,2.54,28682,55813,11.3,12637,192687,0.0,30819,40792,1.3,0.3,1.9,0.0,1.2,26.7,8878114,7719769,8647669,15882,885231,630,553.10,991.3
25007,17041,16535,3.1,16535,5.1,18.6,17.9,50.4,91.2,3.6,1.2,0.8,0.1,3.1,2.6,89.3,92.6,7.5,7.1,92.7,42.5,1204,16.1,17385,81.7,4.3,679000,5568,2.90,33228,69760,10.2,1019,4935,2.2,3509,4468,4.0,0.0,0.0,0.0,0.0,28.0,0,0,348999,22333,95785,90,103.25,160.2
25009,755618,743167,1.7,743159,5.8,22.5,14.9,51.9,87.7,5.7,0.8,3.5,0.1,2.1,17.4,75.1,87.6,14.7,23.6,88.4,36.4,46486,27.5,307559,64.9,43.0,362300,284940,2.54,34858,65785,10.6,17874,267837,1.8,56913,68102,3.6,0.3,2.7,0.0,5.9,29.7,17488661,12405726,9822136,13399,1301497,1169,492.56,1508.8
25011,71540,71372,0.2,71372,4.6,18.8,16.5,51.1,94.8,1.3,0.4,1.5,0.1,2.0,3.5,92.0,86.6,4.1,5.5,91.2,32.3,6292,24.4,33806,69.4,27.7,223200,30362,2.31,28313,52246,11.9,1571,19931,2.8,6077,7193,0.0,0.0,0.0,0.0,0.0,31.2,1164378,460103,691013,9628,80305,52,699.32,102.1
25013,465923,463490,0.5,463490,5.9,23.0,14.8,51.8,84.0,10.5,0.8,2.2,0.2,2.4,22.0,66.6,87.1,8.6,23.6,83.5,23.9,34380,22.5,192197,63.0,38.8,202500,177954,2.51,25363,48866,16.6,9652,163486,-0.2,23232,31456,4.6,0.0,3.0,0.0,4.8,28.5,6001102,4991824,5668671,12119,661740,330,617.14,751.0
25015,159795,158080,1.1,158080,3.6,15.7,13.7,53.3,89.7,2.9,0.3,4.9,0.1,2.2,5.0,85.8,83.1,8.1,10.2,92.3,42.0,10582,22.9,62766,67.2,34.0,263600,58921,2.27,29113,60331,11.8,3459,55451,0.5,12641,15970,1.9,0.0,3.4,0.0,0.0,32.7,1098826,2021848,1546067,9962,225453,179,527.26,299.8
25017,1537215,1503077,2.3,1503085,5.6,20.9,13.5,51.3,82.3,5.3,0.3,10.1,0.1,2.0,7.0,76.4,86.0,18.7,24.3,91.8,49.8,81460,28.0,614036,63.4,44.8,410100,577349,2.49,41453,79691,7.7,41961,802736,1.4,123298,154765,2.7,0.3,6.2,0.1,2.8,31.1,22482647,32873334,19661130,13325,3250213,2928,817.82,1837.9
25019,10298,10172,1.2,10172,7.0,21.1,13.2,48.9,89.5,7.4,0.1,1.4,0.0,1.5,10.4,79.6,89.7,14.0,13.2,93.1,42.1,619,11.0,11776,70.1,9.8,993900,3745,2.52,51456,84979,8.8,883,3560,-2.0,2082,3017,0.0,0.0,0.0,0.0,0.0,24.3,0,39771,342825,30997,88915,58,44.97,226.2
25021,681845,670850,1.6,670850,5.3,21.9,15.1,52.1,82.3,6.4,0.2,9.3,0.0,1.6,3.6,79.5,88.6,15.0,18.3,93.5,48.2,40877,30.7,271502,70.4,37.1,398100,255944,2.53,43685,83733,6.3,18987,312576,1.5,53225,68025,2.9,0.3,6.2,0.0,1.5,30.0,10340798,12398878,11241440,17133,1294000,1031,396.11,1693.6
25023,499759,494919,1.0,494919,5.4,23.2,15.1,51.3,87.2,9.3,0.3,1.4,0.1,1.7,3.4,84.7,90.2,8.0,11.3,91.9,32.9,38083,32.2,201419,77.5,23.1,350700,178996,2.69,34285,74698,7.2,11740,147825,1.6,35178,45079,2.8,0.0,2.2,0.0,1.1,29.2,2577234,5253568,6615087,13463,794552,873,659.08,750.9
25025,744426,722023,3.1,722023,5.7,17.7,10.7,51.7,63.1,24.5,0.8,8.7,0.2,2.8,20.8,47.9,77.1,27.8,37.5,83.1,39.2,24628,28.7,317327,36.1,80.8,371300,286437,2.34,32034,51638,20.8,19436,550649,-1.0,47845,55613,11.0,0.7,7.8,0.1,8.3,29.5,3703400,8914822,7565785,10381,3795879,1965,58.15,12415.7
25027,806163,798552,1.0,798552,5.7,22.7,13.4,50.7,88.4,5.0,0.3,4.3,0.1,1.9,9.8,80.3,87.9,10.9,17.5,88.7,33.3,56615,27.3,328586,67.2,36.8,274900,299089,2.57,31470,65772,9.9,17421,270224,1.1,50065,64114,2.4,0.0,3.8,0.0,2.8,28.2,10706055,6913732,10057154,12634,1150731,1125,1510.77,528.6
26000,9883360,9883635,0.0,9883640,5.8,22.9,14.6,50.9,80.1,14.3,0.7,2.6,0.0,2.2,4.6,76.2,85.4,6.0,9.0,88.4,25.3,711613,23.9,4525480,73.5,18.1,137300,3825182,2.53,25482,48669,15.7,217344,3379035,2.8,687228,816972,8.9,0.7,2.6,0.1,1.3,30.4,234455768,107109349,109102594,10855,14536648,11692,56538.90,174.8
26001,10635,10942,-2.8,10942,3.1,14.0,33.5,49.5,98.0,0.2,0.7,0.2,0.0,0.9,1.3,96.8,92.1,1.7,2.1,85.9,12.8,1725,23.0,11040,90.2,0.9,114700,4643,2.35,21003,35490,15.3,185,1073,7.5,754,935,0.0,0.0,0.0,0.0,0.0,20.4,0,0,55317,4848,4236,20,674.59,16.2
26003,9541,9601,-0.6,9601,3.7,16.2,22.2,45.4,85.8,6.8,4.1,0.4,0.0,2.9,1.2,84.9,85.5,2.1,4.2,86.5,17.1,1137,17.8,6556,82.4,8.4,114700,3606,2.34,19858,38231,14.0,244,1716,4.3,570,550,0.0,0.0,0.0,0.0,0.0,0.0,193878,0,54386,5636,14239,22,915.07,10.5
26005,112039,111408,0.6,111408,6.3,25.4,14.2,50.2,95.5,1.4,0.7,0.7,0.0,1.7,6.9,89.3,88.5,3.3,6.1,89.4,20.1,8326,23.9,49568,82.8,9.4,147600,41914,2.62,23395,51232,12.6,2230,32394,5.5,7760,10312,0.0,0.0,0.3,0.0,1.4,25.6,4240717,506692,881344,7805,118800,205,825.23,135.0
26007,29234,29598,-1.2,29598,4.8,20.1,20.4,50.8,97.4,0.4,0.5,0.6,0.1,1.1,1.2,96.2,87.8,1.7,4.0,88.1,15.4,2862,15.8,16071,79.5,10.8,102800,13234,2.21,21867,38081,17.1,796,9600,-1.1,1980,2468,0.0,0.0,0.0,0.0,0.0,27.5,587361,0,416778,14018,32160,22,571.86,51.8
26009,23406,23580,-0.7,23580,4.5,19.7,23.9,50.3,96.9,0.3,1.0,0.3,0.0,1.4,1.9,95.3,89.7,1.6,2.8,90.0,23.4,2645,23.1,17967,84.8,5.5,156600,9720,2.41,23941,42440,16.7,553,3529,2.9,2055,2720,0.0,0.0,0.0,0.0,0.0,26.9,193641,0,156734,6480,35232,51,475.70,49.6
26011,15477,15899,-2.7,15899,4.2,19.0,21.3,49.0,96.8,0.3,1.2,0.3,0.1,1.3,1.7,95.3,87.9,0.9,2.5,81.1,10.8,1569,28.4,9745,82.7,5.4,94900,6526,2.35,19386,36281,17.9,339,2961,5.1,958,1263,0.0,0.0,0.0,0.0,0.0,28.2,126555,0,118751,7144,15617,17,363.19,43.8
26013,8683,8860,-2.0,8860,4.2,19.3,18.1,45.3,74.2,7.5,13.7,0.2,0.0,4.4,1.2,73.5,87.8,2.2,5.6,82.6,11.3,769,15.7,5315,76.1,8.8,84700,3308,2.27,19076,40115,13.0,201,1741,-4.2,406,819,0.0,12.6,0.0,0.0,0.0,0.0,0,4594,67726,7801,5641,13,898.26,9.9
26015,58990,59173,-0.3,59173,5.5,23.5,15.9,49.7,97.3,0.5,0.5,0.4,0.0,1.3,2.4,95.1,90.3,1.4,2.9,90.6,16.9,5275,26.7,27090,84.7,6.7,142800,22831,2.58,24989,52061,10.1,887,9268,3.3,3616,3906,0.0,0.0,0.0,0.0,0.0,29.7,977390,72312,276150,4676,32312,86,553.09,107.0
26017,106935,107771,-0.8,107771,5.5,21.5,17.3,50.9,95.2,1.7,0.6,0.6,0.0,1.9,4.9,90.9,87.2,1.6,3.7,88.2,18.3,9305,20.9,48125,79.5,14.9,104600,44005,2.42,23642,45962,12.7,2254,30165,2.8,5627,7382,0.0,1.5,0.6,0.0,1.9,30.0,1107212,0,1301043,12117,134694,95,442.30,243.7
26019,17465,17525,-0.3,17525,4.6,19.7,22.8,50.3,96.3,0.6,1.5,0.3,0.0,1.3,2.0,94.6,91.0,1.5,3.3,90.2,25.2,2061,23.7,12281,85.2,4.7,156700,7366,2.35,24267,47017,11.7,425,2304,-26.4,1685,1918,0.0,0.0,0.0,0.0,0.0,24.6,0,3469,131310,7488,44171,54,319.70,54.8
26021,156067,156813,-0.5,156813,6.1,23.0,16.9,51.2,79.7,15.6,0.6,1.7,0.1,2.2,4.8,75.6,87.2,6.1,8.0,86.7,23.7,12217,19.2,76755,73.3,17.2,135400,61678,2.47,24490,42488,16.7,3623,51085,3.2,9952,13864,8.9,0.0,1.7,0.0,1.2,28.7,2298338,689088,1622828,10150,219492,151,567.75,276.2
26023,43868,45248,-3.0,45248,6.4,24.1,15.8,48.5,95.4,2.0,0.5,0.6,0.0,1.5,4.2,91.6,87.2,3.2,8.1,86.4,14.1,3517,23.3,20791,79.2,8.4,109800,16078,2.64,19563,42505,17.3,799,10632,3.4,2505,3288,0.0,0.0,0.0,0.0,0.0,18.9,1061117,0,396895,8581,44710,2,506.37,89.4
26025,135099,136146,-0.8,136146,6.2,23.7,15.5,51.2,83.4,11.1,0.7,1.8,0.0,3.0,4.6,79.6,84.2,3.7,5.8,87.8,18.7,11883,19.7,60922,71.1,19.9,107000,53481,2.49,22430,42287,17.0,2670,47544,0.6,6877,9618,0.0,0.0,1.6,0.0,0.0,30.5,4953967,0,1571317,11496,181995,137,706.23,192.8
26027,52242,52293,-0.1,52293,5.4,22.5,17.9,50.1,89.8,5.4,1.1,0.8,0.0,2.9,3.1,87.1,90.6,2.4,4.4,86.5,16.7,4493,25.2,25884,83.3,5.7,131800,19913,2.59,23045,45432,13.3,734,7023,2.0,3006,4140,3.3,0.0,0.0,0.0,1.5,0.0,711270,0,183403,3623,27133,60,490.06,106.7
26029,26023,25949,0.3,25949,4.6,20.8,20.1,50.7,95.7,0.4,1.6,0.4,0.0,1.8,1.5,94.5,89.8,2.2,3.6,91.7,25.2,2524,18.8,17184,83.1,10.4,158700,11025,2.34,28226,48745,11.2,812,7203,-3.2,2517,3623,0.0,0.7,0.0,0.0,0.0,28.1,698616,8387,221210,8437,60229,64,416.34,62.3
26031,25835,26150,-1.2,26152,4.2,19.4,23.1,50.2,93.3,0.6,3.0,0.4,0.0,2.6,1.1,92.5,87.1,0.9,1.6,88.5,17.3,2883,24.5,18329,82.0,5.3,119100,11536,2.26,22379,37844,17.3,757,4495,-3.9,1965,2810,0.0,4.2,0.0,0.0,0.0,30.2,0,0,316945,11806,45986,35,715.26,36.6
26033,38917,38520,1.0,38520,5.0,19.8,15.2,44.7,72.4,6.9,15.0,0.8,0.1,4.8,1.7,71.2,82.3,2.8,4.7,88.7,17.9,4109,16.5,21326,72.5,11.8,103700,14699,2.32,20744,41108,17.7,805,8353,-0.6,1983,2932,0.0,4.9,0.0,0.0,0.0,23.2,0,0,369455,9521,189886,39,1558.42,24.7
26035,30753,30926,-0.6,30926,5.7,20.6,20.8,50.1,96.9,0.6,0.7,0.3,0.0,1.4,1.7,95.4,85.7,0.9,3.9,83.2,11.0,3209,26.3,23220,79.9,4.9,87000,13170,2.31,18413,34431,23.5,527,5473,1.2,1784,1926,0.0,0.0,0.0,0.0,0.0,22.9,192498,0,246126,8021,28898,36,564.32,54.8
26037,76001,75382,0.8,75382,5.4,23.8,14.3,50.7,94.3,2.0,0.5,1.5,0.0,1.7,4.2,90.5,88.8,2.6,4.5,92.9,27.2,4930,23.2,30770,81.4,12.6,162400,28565,2.59,27723,58244,10.3,1231,15493,3.3,5033,6314,0.0,0.0,0.0,0.0,1.0,28.1,609277,562056,631864,9061,50774,113,566.41,133.1
26039,14009,14074,-0.5,14074,4.7,19.3,22.2,49.7,97.1,0.6,0.6,0.4,0.0,1.2,1.7,95.7,84.4,2.0,1.6,84.3,15.0,1626,23.3,11110,83.0,3.6,102700,5663,2.42,21583,39597,17.0,302,3115,-2.8,865,1223,0.0,0.0,0.0,0.0,0.0,0.0,152551,0,216830,14942,19605,22,556.28,25.3
26041,36884,37069,-0.5,37069,5.3,20.6,19.9,50.4,94.7,0.3,2.4,0.5,0.0,2.2,1.0,93.9,88.3,1.6,2.8,91.3,18.3,4335,17.8,20199,80.0,11.1,102900,16038,2.29,22208,42932,13.6,1100,11593,-4.3,2048,3284,0.0,0.0,0.0,0.0,0.0,0.0,712562,0,459804,12298,46419,32,1171.10,31.7
26043,26220,26168,0.2,26168,4.7,20.2,19.5,50.3,97.2,0.4,0.6,0.6,0.0,1.2,1.2,96.1,87.6,1.3,2.9,93.3,19.3,2934,14.4,14007,79.9,9.6,88600,11444,2.27,24963,43651,10.0,893,12405,0.6,1517,2614,0.0,0.0,0.0,0.0,0.0,0.0,0,0,417302,15399,28601,30,761.40,34.4
26045,108008,107763,0.2,107759,5.4,22.3,15.2,51.2,88.6,6.8,0.5,1.8,0.0,2.3,5.0,84.3,86.1,3.9,5.8,93.0,24.6,8725,22.1,47163,74.2,19.9,147900,43416,2.45,26296,54170,9.7,2034,38204,1.9,6841,8089,3.4,0.0,1.4,0.0,0.0,30.9,0,914251,1326967,12383,155322,125,575.18,187.3
26047,32915,32694,0.7,32694,5.0,21.5,18.0,50.7,92.8,0.6,3.7,0.6,0.0,2.2,1.4,91.9,86.4,2.0,3.5,92.7,29.6,2764,18.9,21289,75.6,19.2,181700,13599,2.38,29465,50269,10.6,1460,13313,3.2,3367,4688,0.0,0.0,0.0,0.0,0.0,24.4,254402,0,580619,17380,108399,62,467.49,69.9
26049,418408,425790,-1.7,425790,6.2,24.2,14.7,51.8,75.1,20.9,0.6,1.0,0.0,2.5,3.1,72.5,85.6,2.3,3.5,88.4,18.9,31456,25.9,191117,71.0,16.8,109000,166479,2.55,22577,43418,18.8,7810,111270,0.8,29207,33627,13.2,0.7,1.6,0.0,0.9,35.7,12579452,3554890,4836688,11142,528674,122,636.98,668.5
26051,25484,25692,-0.8,25692,4.7,19.4,23.9,49.8,97.8,0.4,0.6,0.3,0.0,0.9,1.3,96.6,88.9,1.4,3.2,85.2,11.3,3073,27.4,17547,85.2,3.6,112100,11326,2.26,20677,38160,20.5,407,3539,-0.3,1617,2319,0.0,0.0,0.0,0.0,0.0,0.0,174082,9008,140155,5336,17568,44,501.78,51.2
26053,16084,16427,-2.1,16427,4.4,16.4,22.1,46.3,91.2,4.3,2.6,0.5,0.0,1.5,1.1,90.2,86.0,1.8,5.1,91.8,18.4,2073,18.5,10745,76.7,11.4,67900,7268,2.03,20759,34917,17.2,412,4260,-2.1,853,1661,0.0,0.0,0.0,0.0,0.0,29.6,80116,0,137990,8543,55668,13,1101.85,14.9
26055,89112,86986,2.4,86986,5.6,21.4,15.8,50.7,95.0,1.3,1.2,0.7,0.0,1.7,2.5,92.9,85.5,1.8,3.5,92.9,29.8,7325,19.8,41781,76.4,15.8,172800,34450,2.43,27617,50629,10.9,3278,39944,1.8,8762,10504,0.3,0.0,0.0,0.0,0.0,24.5,1160721,424979,1570064,18415,237714,273,464.33,187.3
26057,42063,42476,-1.0,42476,5.3,20.8,15.6,46.7,92.1,5.8,0.6,0.5,0.0,1.1,5.4,87.1,82.8,1.5,4.3,87.4,13.1,3091,21.8,16334,78.0,12.1,90300,14717,2.53,18936,39867,17.4,737,10674,4.3,2218,3047,0.0,0.0,0.0,0.0,0.0,25.7,357431,0,316388,7464,40125,17,568.46,74.7
26059,46229,46688,-1.0,46688,5.6,22.9,16.8,50.4,97.4,0.6,0.4,0.4,0.0,1.2,1.9,95.6,87.8,1.0,5.3,86.7,14.2,3821,24.8,21705,81.1,9.6,113000,17617,2.57,20428,43139,17.6,797,11141,7.5,2822,3465,0.0,0.0,0.0,0.0,0.0,25.3,1330797,260599,323333,6964,31369,43,598.13,78.1
26061,36520,36628,-0.3,36628,5.5,20.3,15.6,45.9,94.4,0.8,0.6,2.8,0.0,1.4,1.3,93.3,81.1,4.5,7.2,90.4,27.1,3108,15.4,18656,69.6,15.6,86200,14016,2.38,18556,34625,22.8,900,8721,-2.3,1927,2558,0.0,0.0,0.0,0.0,0.0,24.1,0,0,335452,9599,46469,60,1009.10,36.3
26063,32463,33118,-2.0,33118,4.8,20.0,22.4,50.4,97.8,0.5,0.4,0.5,0.0,0.8,2.0,95.9,90.9,1.5,3.5,85.1,14.0,2959,21.1,21152,82.6,7.3,102200,14237,2.30,21845,40200,14.3,952,10037,3.4,2295,2973,0.0,0.0,0.0,0.0,0.0,0.0,647313,253604,323115,9727,33647,38,835.71,39.6
26065,281723,280891,0.3,280895,5.6,20.3,11.2,51.6,78.1,12.1,0.7,5.5,0.1,3.6,7.5,72.1,76.2,8.5,11.8,90.6,35.4,16342,20.1,121118,60.7,29.7,133000,108155,2.41,24322,45758,20.4,6201,100273,1.3,18350,22700,0.0,0.8,4.4,0.0,2.2,31.3,0,4423721,3156158,11328,446061,361,556.12,505.1
26067,63941,63905,0.1,63905,6.0,23.8,12.2,46.3,92.7,4.9,0.6,0.4,0.0,1.4,4.7,88.5,84.7,1.6,3.7,86.6,13.4,5108,26.3,24788,79.0,13.1,118600,22420,2.65,19994,46958,16.1,873,10028,3.0,3189,3731,0.0,0.0,0.0,0.0,0.0,31.9,1117372,118801,446654,6976,37417,30,571.30,111.9
26069,25357,25887,-2.0,25887,4.1,17.1,27.3,50.6,96.2,0.6,0.8,0.7,0.1,1.7,1.8,94.8,88.7,1.8,3.0,85.1,13.7,3609,21.3,20311,84.7,7.1,98300,10934,2.36,21303,36445,19.2,619,5746,6.0,1534,2631,0.0,0.0,0.0,0.0,0.0,30.3,190442,0,270567,10272,27267,31,549.10,47.1
26071,11587,11817,-1.9,11817,4.6,16.8,27.3,50.6,97.0,0.2,1.2,0.3,0.0,1.3,1.6,95.7,92.5,1.8,4.2,88.8,16.3,1456,17.8,9220,84.7,6.8,75400,5248,2.17,20099,35390,11.7,363,2568,0.3,776,993,0.0,0.0,0.0,0.0,0.0,0.0,0,18647,101386,8496,11646,34,1166.15,10.1
26073,70617,70311,0.4,70311,5.0,17.6,10.2,51.4,89.4,2.6,3.7,1.7,0.0,2.6,3.5,86.9,66.6,2.7,4.9,89.6,25.7,3863,17.8,28256,59.2,30.2,124100,24746,2.57,18738,36815,31.4,1412,19928,1.3,3653,4533,0.0,0.0,2.0,0.0,0.0,30.8,528739,0,705401,10577,117754,56,572.68,122.8
26075,160309,160248,0.0,160248,5.6,22.5,15.0,48.8,88.1,8.3,0.4,0.8,0.0,2.4,3.1,85.4,83.0,1.8,3.9,88.9,17.9,13388,23.6,69521,75.0,16.3,123200,60257,2.52,22227,47169,15.1,2995,46046,3.0,8984,11902,2.8,0.0,0.0,0.0,1.1,29.2,2782988,0,1690871,10393,185386,78,701.67,228.4
26077,254580,250331,1.7,250331,5.9,22.0,12.8,51.0,82.6,11.2,0.5,2.5,0.1,3.2,4.3,79.3,78.0,4.7,6.5,92.3,33.6,16194,19.7,110249,65.3,27.7,144200,99603,2.41,25620,46019,18.6,5567,103970,1.2,15737,21093,6.0,0.0,2.1,0.0,0.7,31.7,7145875,1207153,2808829,11481,414648,401,561.66,445.7
26079,17099,17153,-0.3,17153,5.9,22.1,18.0,49.2,96.7,0.4,0.9,0.3,0.0,1.6,1.4,95.5,87.0,0.8,1.7,86.0,10.4,1626,27.4,12213,82.3,2.8,105300,7186,2.37,19685,39130,16.5,315,3083,-1.6,1202,1414,0.0,0.0,0.0,0.0,0.0,41.6,0,83354,144117,8400,13744,15,559.87,30.6
26081,614462,602622,2.0,602622,7.1,25.7,11.6,50.9,83.7,10.3,0.7,2.5,0.1,2.7,9.9,75.5,84.0,7.3,11.4,88.6,30.3,35312,20.7,247231,71.0,24.0,145300,227698,2.59,25410,50801,14.8,15408,302912,4.1,42775,52369,6.0,0.6,2.7,0.0,2.0,29.5,15738279,13020792,8058005,13377,925177,1127,846.95,711.5
26083,2215,2156,2.7,2156,4.5,17.4,28.7,49.0,98.5,0.2,0.1,0.0,0.0,1.2,0.8,98.0,88.2,1.1,2.6,91.2,22.6,344,19.4,2465,85.2,3.8,87000,887,2.29,21218,39821,17.8,58,170,3.0,159,156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3262,1465,4385,11,540.11,4.0
26085,11498,11539,-0.4,11539,4.0,16.9,25.5,49.0,87.3,9.2,0.9,0.2,0.0,2.5,2.4,85.6,88.7,0.9,2.2,81.9,9.4,1477,25.6,15015,82.7,2.2,89600,4192,2.69,16741,30639,22.5,167,1050,21.0,565,805,0.0,0.0,0.0,0.0,0.0,15.9,0,0,53307,4801,7788,45,567.37,20.3
26087,88173,88316,-0.2,88319,4.9,23.0,14.7,49.5,96.6,1.2,0.5,0.4,0.0,1.3,4.3,92.6,88.9,2.6,3.9,89.6,17.0,6761,33.9,36329,84.8,8.1,155000,32815,2.66,24358,54240,11.2,1541,16091,9.7,6201,7591,0.0,0.0,0.0,0.0,1.2,0.0,1142583,170050,799900,8707,72559,29,643.01,137.4
26089,21607,21708,-0.5,21708,3.7,17.5,26.5,50.6,93.7,0.4,3.7,0.5,0.0,1.7,3.7,91.0,91.4,2.6,5.1,93.8,38.6,2295,21.6,14948,85.2,9.0,241700,9388,2.27,32311,55247,10.6,705,3823,-6.1,2764,3437,0.0,0.0,0.0,0.0,0.0,27.1,0,17144,128208,5857,40646,70,347.17,62.5
26091,98987,99892,-0.9,99892,5.5,22.5,15.8,49.3,94.2,2.8,0.6,0.6,0.0,1.8,7.6,87.4,85.4,2.5,5.5,88.4,19.5,8128,26.5,43459,79.9,12.3,133800,37673,2.55,22449,48595,13.6,1827,22482,-5.6,5750,7725,0.0,0.0,0.0,0.0,0.0,27.3,2230840,451920,944698,9336,94196,131,749.56,133.3
26093,182838,180967,1.0,180967,5.0,24.0,13.4,50.0,96.9,0.6,0.4,0.9,0.0,1.2,2.1,95.0,90.0,3.2,4.3,94.0,31.3,12986,31.6,72749,86.3,8.2,203200,67397,2.67,31751,71694,6.3,4045,46409,6.7,13975,17856,0.3,0.4,1.5,0.0,0.0,29.1,2715794,1293290,2059768,11260,180995,363,565.25,320.2
26095,6522,6631,-1.6,6631,4.4,17.2,19.3,42.5,80.5,11.0,5.1,0.3,0.0,3.0,1.3,79.5,86.3,1.9,4.7,84.0,13.7,683,15.7,4340,79.5,6.7,84200,2447,2.23,18294,42083,16.3,163,1252,0.5,347,444,0.0,9.0,0.0,0.0,0.0,11.0,0,0,74036,11044,7374,18,899.08,7.4
26097,11137,11113,0.2,11113,3.8,17.5,23.8,49.1,75.9,1.1,17.3,0.4,0.0,5.3,1.5,74.8,89.0,2.1,3.7,88.7,19.8,1308,19.0,11117,79.8,8.8,126600,4917,2.22,22195,39055,14.1,444,2250,14.7,896,1202,0.0,0.0,0.0,0.0,0.0,21.0,0,0,155835,14289,56481,22,1021.57,10.9
